"","lnL0","lnL1A","lnL1B","lnL1C","our_LRT","our_results.qvals.bh.pvalues","our_results.qvals.bh.qvalues"
"knownGene.uc003etj.1.1",-2046.491,-2046.491,-2046.491,-2046.491,0,1,1
"knownGene.uc003etm.1.1.inc",-3134.765,-3134.809,-3134.809,-3134.132,1.26599999999962,0.130259210287961,0.975579751604476
"knownGene.uc003eun.1.1",-2712.677,-2712.678,-2712.677,-2712.677,0,1,1
"knownGene.uc003eup.1.1.inc",-1483.535,-1483.571,-1483.644,-1483.645,0,1,1
"knownGene.uc003euv.1.1",-4971.686,-4971.686,-4971.686,-4971.686,0,1,1
"knownGene.uc003euy.1.1.inc",-2266.397,-2266.397,-2266.397,-2266.397,0,1,1
"knownGene.uc003evc.1.1",-4678.778,-4678.778,-4678.778,-4678.778,0,1,1
"knownGene.uc003evk.1.1.inc",-4459.829,-4459.829,-4459.829,-4459.829,0,1,1
"knownGene.uc003ewt.1.1",-3343.493,-3343.493,-3343.493,-3343.493,0,1,1
"knownGene.uc003eww.1.1",-1298.315,-1298.315,-1298.315,-1298.315,0,1,1
"knownGene.uc003exc.1.1",-974.157,-974.157,-974.157,-974.157,0,1,1
"knownGene.uc003exs.1.1.inc",-423.317,-423.317,-423.317,-423.317,0,1,1
"knownGene.uc003eza.1.1",-5175.167,-5175.167,-5175.167,-5175.167,0,1,1
"knownGene.uc003fai.1.1",-5517.507,-5517.507,-5517.507,-5517.507,0,1,1
"knownGene.uc003fbb.1.1.inc",-786.798,-782.231,-782.231,-782.231,9.13400000000001,0.00125451280050741,0.176480433083145
"knownGene.uc003fbd.1.1.inc",-2000.041,-2000.208,-2008.491,-2008.491,0,1,1
"knownGene.uc003fbx.1.1",-2079.919,-2089.219,-2080.568,-2079.821,0.195999999999913,0.328984545031946,1
"knownGene.uc003fcq.1.1",-3680.695,-3680.56,-3680.427,-3680.427,0.536000000000058,0.232047600097801,1
"knownGene.uc003fdl.1.1.inc",-5445.78,-5444.373,-5442.006,-5442.006,7.54799999999886,0.00300383584691084,0.224489794621477
"knownGene.uc003feu.1.1",-4197.98,-4197.98,-4198.42,-4198.42,0,1,1
"knownGene.uc003ffz.1.1",-3292.99,-3292.978,-3292.978,-3292.978,0.0239999999994325,0.438442455727411,1
"knownGene.uc003fgl.1.1",-6445.755,-6445.755,-6445.755,-6445.755,0,1,1
"knownGene.uc003fgt.1.1",-799.108,-799.108,-799.108,-799.108,0,1,1
"knownGene.uc003fhp.1.1",-1418.169,-1418.169,-1418.169,-1418.169,0,1,1
"knownGene.uc003fie.1.1.inc",-798.493,-798.493,-798.493,-798.493,0,1,1
"knownGene.uc003fil.1.1",-5795.859,-5793.586,-5793.586,-5793.586,4.54600000000028,0.0164978717478523,0.449397209881678
"knownGene.uc003fkf.1.1.inc",-2790.794,-2790.794,-2790.794,-2793.965,0,1,1
"knownGene.uc003fla.1.1.inc",-860.325,-860.629,-860.629,-860.629,0,1,1
"knownGene.uc003flx.1.1",-3169.83,-3169.83,-3174.369,-3169.83,0,1,1
"knownGene.uc003fnf.1.1.inc",-1685.218,-1685.218,-1685.218,-1685.218,0,1,1
"knownGene.uc003fno.1.1.inc",-4746.088,-4745.64,-4745.641,-4745.641,0.895999999998821,0.171928263631626,1
"knownGene.uc003foe.1.1",-1889.078,-1889.078,-1889.078,-1889.078,0,1,1
"knownGene.uc003fou.1.1.inc",-881.502,-885.373,-881.648,-885.375,0,1,1
"knownGene.uc003fpc.1.1.inc",-895.677,-901.745,-895.677,-901.746,0,1,1
"knownGene.uc003fph.1.1.inc",-1007.106,-1007.106,-1007.106,-1007.106,0,1,1
"knownGene.uc003fse.1.1.inc",-1362.88,-1364.737,-1362.88,-1364.737,0,1,1
"knownGene.uc003fsq.1.1",-1531.343,-1537.214,-1531.343,-1534.903,0,1,1
"knownGene.uc003ftc.1.1",-9705.469,-9732.917,-9703.935,-9703.935,3.0679999999993,0.0399238251759048,0.61499406060017
"knownGene.uc003ftx.1.1",-961.658,-963.736,-961.658,-961.658,0,1,1
"knownGene.uc003ful.1.1.inc",-996.11,-996.11,-996.11,-996.11,0,1,1
"knownGene.uc003fvs.1.1",-7046.673,-7047.241,-7046.673,-7046.673,0,1,1
"knownGene.uc003fwm.1.1",-2809.126,-2810.364,-2809.126,-2809.126,0,1,1
"knownGene.uc003fxf.1.1.inc",-460.543,-460.543,-460.543,-460.543,0,1,1
"knownGene.uc003gan.1.1.inc",-3122.025,-3143.339,-3122.025,-3122.025,0,1,1
"knownGene.uc003gbk.1.1",-772.409,-776.197,-772.409,-772.409,0,1,1
"knownGene.uc003gbv.1.1.inc",-2561.398,-2560.812,-2560.812,-2560.812,1.17200000000048,0.139495337584507,0.995050938956802
"knownGene.uc003gdt.1.1.inc",-921.716,-921.716,-921.716,-921.716,0,1,1
"knownGene.uc003gdw.1.1.inc",-1668.334,-1668.334,-1668.334,-1668.334,0,1,1
"knownGene.uc003gep.1.1",-707.186,-713,-707.186,-707.186,0,1,1
"knownGene.uc003gfa.1.1.inc",-1311.272,-1310.587,-1310.587,-1310.587,1.36999999999989,0.120905941852233,0.951139999801366
"knownGene.uc003gff.1.1",-2814.495,-2814.474,-2814.474,-2814.474,0.0419999999994616,0.418809886142355,1
"knownGene.uc003ggl.1.1",-5063.571,-5063.571,-5063.571,-5063.571,0,1,1
"knownGene.uc003ggx.1.1",-5635.207,-5635.207,-5635.207,-5635.207,0,1,1
"knownGene.uc003giz.1.1.inc",-3645.853,-3644.738,-3644.738,-3644.738,2.23000000000047,0.0676769238460266,0.773551398154568
"knownGene.uc003gjx.1.1",-2254.78,-2258.341,-2258.341,-2254.78,0,1,1
"knownGene.uc003gjz.1.1.inc",-686.698,-686.698,-686.698,-686.698,0,1,1
"knownGene.uc003gko.1.1.inc",-3487.648,-3487.809,-3487.648,-3496.152,0,1,1
"knownGene.uc003gnv.1.1.inc",-3980.612,-3980.672,-3980.275,-3980.275,0.673999999999978,0.205830245680936,1
"knownGene.uc003goi.1.1.inc",-674.961,-674.994,-674.961,-674.961,0,1,1
"knownGene.uc003goj.1.1.inc",-1716.815,-1716.557,-1716.557,-1716.557,0.516000000000076,0.236276486891846,1
"knownGene.uc003gow.1.1",-471.111,-471.108,-471.108,-471.108,0.00599999999997181,0.46912893798249,1
"knownGene.uc003gpg.1.1",-1740.673,-1736.276,-1736.276,-1736.276,8.79399999999987,0.00151111430484546,0.190201571580943
"knownGene.uc003gqp.1.1.inc",-2512.599,-2512.617,-2512.617,-2512.617,0,1,1
"knownGene.uc003gri.1.1.inc",-2471.792,-2471.792,-2471.792,-2471.792,0,1,1
"knownGene.uc003grl.1.1.inc",-3051.603,-3051.597,-3051.597,-3051.603,0.0119999999997162,0.456385309548795,1
"knownGene.uc003grq.1.1",-1920.393,-1920.393,-1920.393,-1920.393,0,1,1
"knownGene.uc003gsh.1.1.inc",-4570.537,-4582.293,-4582.293,-4572.063,0,1,1
"knownGene.uc003gsl.1.1",-7674.522,-7677.668,-7674.522,-7674.522,0,1,1
"knownGene.uc003gsu.1.1.inc",-3955.434,-3959.731,-3955.434,-3955.434,0,1,1
"knownGene.uc003gsz.1.1.inc",-1710.329,-1710.329,-1710.329,-1710.329,0,1,1
"knownGene.uc003gtd.1.1",-1353.337,-1353.308,-1353.308,-1353.308,0.0579999999999927,0.404842705530186,1
"knownGene.uc003gue.1.1.inc",-800.035,-800.035,-800.035,-800.035,0,1,1
"knownGene.uc003gvg.1.1.inc",-1806.906,-1806.913,-1806.906,-1806.906,0,1,1
"knownGene.uc003gvj.1.1.inc",-5128.59,-5128.59,-5128.59,-5128.59,0,1,1
"knownGene.uc003gvl.1.1.inc",-3964.513,-3964.513,-3964.513,-3964.513,0,1,1
"knownGene.uc003gvx.1.1.inc",-6715.505,-6715.505,-6715.505,-6715.505,0,1,1
"knownGene.uc003gwx.1.1",-507.079,-505.391,-505.391,-505.67,3.37599999999998,0.0330762113959743,0.57113183793121
"knownGene.uc003gxj.1.1",-4244.125,-4242.369,-4242.369,-4242.369,3.51200000000063,0.0304629326313837,0.555734087757949
"knownGene.uc003gxn.1.1",-2971.412,-2971.108,-2971.108,-2971.955,0.607999999999265,0.217770920370031,1
"knownGene.uc003gxy.1.1",-2316.231,-2316.231,-2316.231,-2316.231,0,1,1
"knownGene.uc003gyb.1.1.inc",-599.813,-599.813,-599.813,-599.813,0,1,1
"knownGene.uc003gyk.1.1.inc",-7950.432,-7950.432,-7950.432,-7950.432,0,1,1
"knownGene.uc003haa.1.1.inc",-4239.185,-4239.185,-4239.185,-4239.185,0,1,1
"knownGene.uc003hag.1.1",-5594.407,-5593.797,-5593.797,-5593.797,1.22000000000116,0.13468032600811,0.984226125741243
"knownGene.uc003har.1.1.inc",-1007.451,-1007.451,-1007.451,-1007.451,0,1,1
"knownGene.uc003hbj.1.1.inc",-5367.597,-5365.697,-5365.697,-5365.697,3.79999999999927,0.0256262914286959,0.532915443058489
"knownGene.uc003hcj.1.1.inc",-1915.008,-1913.812,-1913.812,-1913.812,2.39200000000028,0.0609787556481138,0.743090949075729
"knownGene.uc003hdh.1.1.inc",-874.385,-874.872,-874.872,-874.872,0,1,1
"knownGene.uc003hft.1.1.inc",-1686.759,-1686.759,-1686.759,-1686.759,0,1,1
"knownGene.uc003hfy.1.1",-6858.895,-6858.895,-6858.895,-6858.895,0,1,1
"knownGene.uc003hgn.1.1",-1496.552,-1496.552,-1496.552,-1496.552,0,1,1
"knownGene.uc003hgo.1.1",-14232.715,-14232.715,-14232.715,-14232.715,0,1,1
"knownGene.uc003hgu.1.1.inc",-3283.152,-3279.176,-3279.176,-3279.176,7.95200000000023,0.00240171323411616,0.202426089702742
"knownGene.uc003hic.1.1",-1245.267,-1245.551,-1245.551,-1245.551,0,1,1
"knownGene.uc003hid.1.1.inc",-567.233,-562.229,-562.229,-562.229,10.0079999999998,0.000779308451543203,0.143362781681967
"knownGene.uc003hiv.1.1",-5604.937,-5599.737,-5599.737,-5599.737,10.3999999999996,0.000630076568805295,0.136641979103553
"knownGene.uc003hjj.1.1.inc",-1955.479,-1955.404,-1955.404,-1955.404,0.150000000000091,0.349267679151626,1
"knownGene.uc003hkk.1.1.inc",-579.423,-579.423,-579.423,-579.423,0,1,1
"knownGene.uc003hkw.1.1.inc",-13490.37,-13490.051,-13490.051,-13490.051,0.638000000002648,0.212217977675267,1
"knownGene.uc003hmc.1.1.inc",-1053.482,-1050.251,-1050.251,-1050.251,6.46199999999999,0.00551027680770782,0.283394128723296
"knownGene.uc003hmj.1.1.inc",-2471.416,-2476.352,-2476.352,-2476.352,0,1,1
"knownGene.uc003hol.1.1.inc",-3339.665,-3348.326,-3348.327,-3348.327,0,1,1
"knownGene.uc003hqt.1.1.inc",-3309.347,-3309.347,-3309.347,-3309.344,0.00600000000031287,0.469128937981615,1
"knownGene.uc003hrj.1.1.inc",-852.56,-852.216,-852.216,-856.031,0.687999999999874,0.20342274451755,1
"knownGene.uc003hrr.1.1.inc",-2656.756,-2656.143,-2656.143,-2655.992,1.52799999999934,0.108206428707851,0.914058157008313
"knownGene.uc003hsv.1.1",-7079.33,-7079.354,-7079.354,-7104.532,0,1,1
"knownGene.uc003hsz.1.1",-6210.094,-6211.269,-6211.269,-6225.405,0,1,1
"knownGene.uc003htq.1.1",-3904.179,-3904.179,-3904.179,-3904.179,0,1,1
"knownGene.uc003htw.1.1.inc",-3060.399,-3060.399,-3060.399,-3064.883,0,1,1
"knownGene.uc003huf.1.1",-2346.64,-2346.64,-2346.64,-2359.821,0,1,1
"knownGene.uc003hvd.1.1",-1528.653,-1528.653,-1528.653,-1536.189,0,1,1
"knownGene.uc003hvf.1.1",-1962.856,-1962.856,-1962.856,-1959.288,7.13599999999997,0.00377757490560813,0.248615524267256
"knownGene.uc003hwu.1.1.inc",-3281.772,-3279.142,-3279.142,-3279.142,5.26000000000022,0.0109105093963387,0.375183438946227
"knownGene.uc003hxk.1.1",-6363.612,-6363.612,-6363.612,-6363.612,0,1,1
"knownGene.uc003hxv.1.1",-2089.565,-2089.565,-2089.565,-2089.565,0,1,1
"knownGene.uc003hyd.1.1",-4917.338,-4917.338,-4917.338,-4917.338,0,1,1
"knownGene.uc003hzh.1.1.inc",-910.651,-910.651,-910.651,-910.651,0,1,1
"knownGene.uc003hzx.1.1",-5820.261,-5820.261,-5820.261,-5820.261,0,1,1
"knownGene.uc003ian.1.1.inc",-9524.254,-9524.254,-9524.254,-9524.254,0,1,1
"knownGene.uc003ibg.1.1",-6659.042,-6659.042,-6659.043,-6659.043,0,1,1
"knownGene.uc003ick.1.1.inc",-757.703,-757.598,-757.598,-757.598,0.210000000000036,0.32338370200272,1
"knownGene.uc003ict.1.1",-2833.904,-2833.899,-2833.899,-2833.899,0.0100000000002183,0.460172162722538,1
"knownGene.uc003ido.1.1",-3576.735,-3576.598,-3576.598,-3576.598,0.274000000000342,0.300330536179936,1
"knownGene.uc003ieg.1.1.inc",-4821.841,-4821.841,-4821.841,-4821.841,0,1,1
"knownGene.uc003iem.1.1",-8480.999,-8480.999,-8480.999,-8481.014,0,1,1
"knownGene.uc003ifi.1.1",-17799.579,-17798.701,-17798.701,-17798.701,1.75600000000122,0.0925621116361002,0.874304279997273
"knownGene.uc003ifv.1.1",-2040.693,-2040.749,-2040.749,-2040.749,0,1,1
"knownGene.uc003ify.1.1",-2182.494,-2182.421,-2182.421,-2182.421,0.14600000000064,0.351193794876725,1
"knownGene.uc003iin.1.1.inc",-6140.742,-6140.742,-6140.742,-6140.742,0,1,1
"knownGene.uc003ikn.1.1",-6974.184,-6974.184,-6974.184,-7001.89,0,1,1
"knownGene.uc003ikx.1.1.inc",-3329.07,-3329.068,-3329.068,-3329.142,0.00399999999990541,0.47478548557585,1
"knownGene.uc003ilb.1.1",-3790.747,-3790.747,-3790.747,-3790.747,0,1,1
"knownGene.uc003ilg.1.1.inc",-2319.316,-2319.316,-2319.316,-2319.316,0,1,1
"knownGene.uc003ilu.1.1.inc",-16585.856,-16585.856,-16585.856,-16585.856,0,1,1
"knownGene.uc003imb.1.1.inc",-3580.845,-3580.603,-3580.603,-3580.603,0.483999999999469,0.243308022882145,1
"knownGene.uc003imj.1.1",-1553.775,-1553.775,-1553.775,-1553.775,0,1,1
"knownGene.uc003inm.1.1.inc",-9609.442,-9609.442,-9609.426,-9609.442,0.0319999999992433,0.429013828494591,1
"knownGene.uc003inx.1.1.inc",-9782.143,-9781.613,-9781.613,-9781.613,1.06000000000131,0.151607592476439,1
"knownGene.uc003iof.1.1.inc",-1080.955,-1080.955,-1080.955,-1080.955,0,1,1
"knownGene.uc003ipd.1.1",-3209.411,-3209.411,-3209.411,-3209.411,0,1,1
"knownGene.uc003iqs.1.1",-1866.019,-1866.019,-1866.019,-1866.019,0,1,1
"knownGene.uc003iqz.1.1.inc",-1867.695,-1867.695,-1867.695,-1867.695,0,1,1
"knownGene.uc003irc.1.1.inc",-2585.859,-2585.859,-2585.859,-2585.859,0,1,1
"knownGene.uc003iro.1.1.inc",-1015.472,-1015.472,-1015.472,-1015.472,0,1,1
"knownGene.uc003ist.1.1.inc",-2960.767,-2958.718,-2958.718,-2958.718,4.09799999999996,0.0214669863533643,0.493637479462218
"knownGene.uc003iup.1.1.inc",-1682.561,-1682.561,-1682.561,-1682.561,0,1,1
"knownGene.uc003iuw.1.1.inc",-923.394,-923.394,-923.394,-923.394,0,1,1
"knownGene.uc003ive.1.1",-7215.424,-7215.424,-7239.981,-7215.424,0,1,1
"knownGene.uc003ivt.1.1",-1372.274,-1372.274,-1372.274,-1372.274,0,1,1
"knownGene.uc003ixi.1.1.inc",-1770.257,-1770.257,-1770.257,-1770.257,0,1,1
"knownGene.uc003ixt.1.1.inc",-574.846,-574.846,-574.846,-574.846,0,1,1
"knownGene.uc003iyg.1.1",-9323.385,-9323.385,-9323.385,-9323.385,0,1,1
"knownGene.uc003iyz.1.1.inc",-1227.532,-1227.532,-1227.532,-1227.532,0,1,1
"knownGene.uc003ize.1.1.inc",-3012.803,-3012.803,-3012.803,-3012.803,0,1,1
"knownGene.uc003izk.1.1.inc",-1669.777,-1669.777,-1669.777,-1670.338,0,1,1
"knownGene.uc003jbq.1.1.inc",-1095.686,-1095.686,-1095.686,-1097.503,0,1,1
"knownGene.uc003jfc.1.1",-5497.592,-5496.568,-5496.568,-5496.568,2.04799999999886,0.0762031419784318,0.808158820582792
"knownGene.uc003jfh.1.1.inc",-10577.928,-10577.928,-10577.928,-10577.928,0,1,1
"knownGene.uc003jfo.1.1",-1032.826,-1032.826,-1032.826,-1032.826,0,1,1
"knownGene.uc003jfv.1.1.inc",-573.119,-573.119,-573.119,-573.119,0,1,1
"knownGene.uc003jib.1.1.inc",-1618.173,-1618.173,-1618.173,-1618.173,0,1,1
"knownGene.uc003jiz.1.1.inc",-714.392,-713.744,-713.744,-713.744,1.29600000000005,0.127472582158656,0.970089674566193
"knownGene.uc003jkm.1.1",-5725.514,-5725.514,-5725.514,-5725.514,0,1,1
"knownGene.uc003jlo.1.1",-4708.218,-4708.218,-4708.218,-4708.218,0,1,1
"knownGene.uc003jmx.1.1",-2010.455,-2010.455,-2010.455,-2010.455,0,1,1
"knownGene.uc003jpo.1.1.inc",-3364.076,-3364.076,-3364.076,-3364.076,0,1,1
"knownGene.uc003jpu.1.1",-2028.337,-2028.337,-2028.337,-2028.337,0,1,1
"knownGene.uc003jqv.1.1.inc",-3878.732,-3878.732,-3878.732,-3878.732,0,1,1
"knownGene.uc003jqw.1.1",-3472.617,-3472.617,-3472.617,-3472.617,0,1,1
"knownGene.uc003jrd.1.1",-3606.301,-3606.301,-3606.301,-3606.301,0,1,1
"knownGene.uc003jrk.1.1.inc",-2186.923,-2186.923,-2186.923,-2186.923,0,1,1
"knownGene.uc003jsc.1.1.inc",-1017.542,-1017.542,-1017.542,-1017.542,0,1,1
"knownGene.uc003jsz.1.1.inc",-470.281,-470.281,-470.281,-470.281,0,1,1
"knownGene.uc003jtg.1.1.inc",-2437.677,-2437.677,-2437.677,-2436.767,1.82000000000062,0.0886566383757813,0.861879474291913
"knownGene.uc003jti.1.1",-4111.786,-4111.786,-4111.786,-4120.566,0,1,1
"knownGene.uc003jua.1.1",-2671.192,-2671.192,-2671.192,-2681.145,0,1,1
"knownGene.uc003juv.1.1.inc",-2597.181,-2597.181,-2597.181,-2605.926,0,1,1
"knownGene.uc003jvi.1.1.inc",-2803.293,-2803.293,-2803.293,-2803.293,0,1,1
"knownGene.uc003kdd.1.1.inc",-2388.514,-2386.161,-2386.161,-2386.826,4.70600000000013,0.0150287553243326,0.431437187340845
"knownGene.uc003kel.1.1",-7308.203,-7308.203,-7308.203,-7336.241,0,1,1
"knownGene.uc003kes.1.1.inc",-1245.576,-1245.576,-1245.576,-1254.928,0,1,1
"knownGene.uc003kfn.1.1",-488.799,-488.535,-488.535,-489.307,0.527999999999906,0.233724458363028,1
"knownGene.uc003kgu.1.1",-2050.364,-2050.364,-2050.364,-2052.229,0,1,1
"knownGene.uc003kif.1.1",-2538.298,-2537.792,-2537.792,-2537.792,1.01199999999972,0.15721208862772,1
"knownGene.uc003kjm.1.1",-2346.602,-2354.99,-2346.602,-2346.602,0,1,1
"knownGene.uc003kjw.1.1.inc",-11965.27,-11965.27,-11965.27,-11965.27,0,1,1
"knownGene.uc003kkn.1.1",-1599.498,-1597.243,-1597.243,-1597.243,4.51000000000022,0.0168486203632523,0.452317278517799
"knownGene.uc003kkr.1.1",-7789.784,-7790.282,-7790.282,-7790.282,0,1,1
"knownGene.uc003kku.1.1",-2852.944,-2852.944,-2852.944,-2852.944,0,1,1
"knownGene.uc003klk.1.1.inc",-948.35,-948.35,-948.35,-950.26,0,1,1
"knownGene.uc003koc.1.1",-1486.893,-1486.893,-1486.893,-1486.893,0,1,1
"knownGene.uc003kod.1.1",-7042.137,-7042.2,-7042.2,-7042.2,0,1,1
"knownGene.uc003kpg.1.1",-1662.801,-1662.801,-1662.801,-1662.801,0,1,1
"knownGene.uc003kqx.1.1",-1613.415,-1613.954,-1613.295,-1613.295,0.239999999999782,0.312103057383282,1
"knownGene.uc003krw.1.1",-3307.049,-3307.049,-3307.049,-3307.049,0,1,1
"knownGene.uc003ksc.1.1.inc",-3918.152,-3918.629,-3918.629,-3918.629,0,1,1
"knownGene.uc003ksk.1.1",-4672.075,-4672.077,-4672.076,-4672.075,0,1,1
"knownGene.uc003ksl.1.1.inc",-1284.896,-1284.896,-1284.896,-1284.896,0,1,1
"knownGene.uc003ksy.1.1.inc",-3633.797,-3633.797,-3633.797,-3633.797,0,1,1
"knownGene.uc003kuv.1.1",-3330.393,-3330.347,-3330.389,-3330.389,0.0919999999996435,0.380824901214564,1
"knownGene.uc003kvq.1.1",-7255.102,-7256.881,-7254.672,-7254.672,0.860000000000582,0.176869345789551,1
"knownGene.uc003kxp.1.1.inc",-3388.117,-3389.418,-3388.117,-3388.117,0,1,1
"knownGene.uc003kxu.1.1",-2618.499,-2618.669,-2618.499,-2621.614,0,1,1
"knownGene.uc003kyk.1.1",-1333.391,-1333.944,-1333.391,-1333.391,0,1,1
"knownGene.uc003kyx.1.1",-1092.035,-1090.586,-1092.035,-1092.035,2.89800000000014,0.0443447653306237,0.651616014059518
"knownGene.uc003kzf.1.1",-3988.637,-3998.789,-3987.804,-3987.804,1.66600000000017,0.0983975795902119,0.891355346931787
"knownGene.uc003kzl.1.1",-3646.939,-3646.939,-3646.939,-3646.939,0,1,1
"knownGene.uc003law.1.1.inc",-1113.37,-1112.736,-1113.37,-1113.37,1.26799999999957,0.130071107044321,0.975579751604476
"knownGene.uc003lbk.1.1.inc",-2219.634,-2219.634,-2219.634,-2219.634,0,1,1
"knownGene.uc003lbn.1.1.inc",-4232.636,-4232.636,-4232.636,-4232.636,0,1,1
"knownGene.uc003lct.1.1",-1118.204,-1118.204,-1118.204,-1118.204,0,1,1
"knownGene.uc003ldd.1.1",-2068.787,-2068.787,-2068.787,-2068.787,0,1,1
"knownGene.uc003lel.1.1",-1320.591,-1320.591,-1320.591,-1320.591,0,1,1
"knownGene.uc003let.1.1.inc",-1541.949,-1541.949,-1541.949,-1541.949,0,1,1
"knownGene.uc003lfx.1.1",-5044.503,-5045.134,-5044.503,-5044.503,0,1,1
"knownGene.uc003lgk.1.1.inc",-1826.865,-1826.938,-1826.865,-1826.865,0,1,1
"knownGene.uc003lis.1.1.inc",-4356.991,-4356.991,-4356.991,-4356.991,0,1,1
"knownGene.uc003ljc.1.1.inc",-5450.277,-5450.173,-5450.173,-5450.173,0.208000000000538,0.32416975998704,1
"knownGene.uc003lle.1.1.inc",-1685.04,-1685.04,-1685.04,-1685.04,0,1,1
"knownGene.uc003lml.1.1",-2040.467,-2040.467,-2040.467,-2040.467,0,1,1
"knownGene.uc003lnu.1.1.inc",-1427.448,-1427.448,-1427.448,-1427.448,0,1,1
"knownGene.uc003lnw.1.1",-2488.817,-2488.817,-2488.817,-2488.817,0,1,1
"knownGene.uc003lnz.1.1.inc",-5251.748,-5251.748,-5251.748,-5251.748,0,1,1
"knownGene.uc003loa.1.1",-1877.909,-1877.909,-1877.909,-1877.909,0,1,1
"knownGene.uc003lom.1.1.inc",-1974.837,-1974.73,-1974.73,-1974.73,0.213999999999942,0.321825073898703,1
"knownGene.uc003lov.1.1",-673.971,-673.971,-673.971,-673.971,0,1,1
"knownGene.uc003lpw.1.1",-824.998,-824.292,-824.292,-824.292,1.41200000000003,0.117362332719617,0.941603625514131
"knownGene.uc003lqi.1.1",-2678.07,-2678.07,-2678.07,-2678.07,0,1,1
"knownGene.uc003lrv.1.1.inc",-3012.957,-3012.957,-3012.957,-3012.957,0,1,1
"knownGene.uc003lsf.1.1.inc",-2103.221,-2103.221,-2103.221,-2103.221,0,1,1
"knownGene.uc003ltg.1.1.inc",-3491.257,-3491.257,-3491.257,-3491.257,0,1,1
"knownGene.uc003ltn.1.1.inc",-2447.022,-2447.022,-2447.022,-2447.022,0,1,1
"knownGene.uc003ltt.1.1",-729.432,-729.158,-729.158,-729.158,0.548000000000002,0.229568023226679,1
"knownGene.uc003lua.1.1",-1926.248,-1926.248,-1926.248,-1926.248,0,1,1
"knownGene.uc003lut.1.1",-2710.684,-2710.684,-2710.684,-2710.684,0,1,1
"knownGene.uc003lvs.1.1.inc",-2225.001,-2225.001,-2225.001,-2225.001,0,1,1
"knownGene.uc003lwd.1.1",-1703.745,-1703.745,-1703.745,-1703.745,0,1,1
"knownGene.uc003lwl.1.1.inc",-1227.868,-1227.868,-1227.871,-1228.253,0,1,1
"knownGene.uc003lwv.1.1",-1249.62,-1249.62,-1255.435,-1249.62,0,1,1
"knownGene.uc003lxh.1.1",-1250.629,-1250.629,-1250.629,-1250.629,0,1,1
"knownGene.uc003lxw.1.1",-2805.118,-2805.118,-2805.118,-2805.119,0,1,1
"knownGene.uc003lyv.1.1",-1623.328,-1623.328,-1623.329,-1623.328,0,1,1
"knownGene.uc003lzh.1.1.inc",-4378.473,-4378.473,-4378.473,-4378.473,0,1,1
"knownGene.uc003lzm.1.1",-458.475,-458.475,-458.475,-458.475,0,1,1
"knownGene.uc003lzq.1.1.inc",-2634.223,-2634.223,-2634.223,-2634.223,0,1,1
"knownGene.uc003lzw.1.1.inc",-5279.055,-5279.055,-5279.055,-5279.055,0,1,1
"knownGene.uc003mag.1.1.inc",-3312.374,-3312.07,-3312.07,-3312.374,0.607999999999265,0.217770920370031,1
"knownGene.uc003mch.1.1",-3883.958,-3883.958,-3883.959,-3883.958,0,1,1
"knownGene.uc003mcr.1.1.inc",-703.971,-703.971,-710.829,-703.971,0,1,1
"knownGene.uc003mdt.1.1.inc",-2456.057,-2456.057,-2456.057,-2456.057,0,1,1
"knownGene.uc003mew.1.1.inc",-1203.174,-1203.174,-1203.174,-1203.174,0,1,1
"knownGene.uc003mex.1.1.inc",-1547.825,-1547.825,-1552.281,-1548.777,0,1,1
"knownGene.uc003mfc.1.1",-4878.367,-4878.431,-4878.431,-4878.431,0,1,1
"knownGene.uc003mfn.1.1",-1312.382,-1312.382,-1312.382,-1312.382,0,1,1
"knownGene.uc003mfp.1.1.inc",-1881.452,-1881.452,-1881.452,-1881.452,0,1,1
"knownGene.uc003mgg.1.1.inc",-1217.289,-1217.289,-1217.289,-1217.289,0,1,1
"knownGene.uc003mhl.1.1",-3941.821,-3930.936,-3930.936,-3930.936,21.7699999999995,1.53684441132353e-06,0.00490048454624028
"knownGene.uc003mhu.1.1",-3580.065,-3580.065,-3580.065,-3580.065,0,1,1
"knownGene.uc003mjs.1.1.inc",-1935.219,-1935.219,-1935.219,-1935.219,0,1,1
"knownGene.uc003mjt.1.1.inc",-3312.712,-3312.653,-3312.712,-3312.653,0.118000000000393,0.365606927878949,1
"knownGene.uc003mjx.1.1.inc",-3228.211,-3228.211,-3228.211,-3228.211,0,1,1
"knownGene.uc003mku.1.1",-2713.972,-2713.972,-2725.437,-2713.972,0,1,1
"knownGene.uc003mlp.1.1.inc",-1633.136,-1633.136,-1633.136,-1633.136,0,1,1
"knownGene.uc003msy.1.1",-1285.089,-1285.089,-1285.089,-1285.089,0,1,1
"knownGene.uc003mxd.1.1",-1566.822,-1566.822,-1566.822,-1566.822,0,1,1
"knownGene.uc003mxm.1.1.inc",-800.944,-800.944,-800.944,-800.944,0,1,1
"knownGene.uc003nad.1.1",-1541.817,-1541.817,-1541.817,-1541.817,0,1,1
"knownGene.uc003nas.1.1",-1660.735,-1660.676,-1660.676,-1660.676,0.117999999999938,0.365606927879198,1
"knownGene.uc003nba.1.1",-2073.582,-2073.582,-2073.582,-2073.582,0,1,1
"knownGene.uc003ndo.1.1",-1914.731,-1914.704,-1914.704,-1914.704,0.0540000000000873,0.408121828756121,1
